0:00 NaN NaN 3 NaN 5 NaN 7 NaN
0:30 NaN NaN 3 NaN 5 NaN NaN NaN
1:00 NaN NaN 3 NaN 5 NaN NaN NaN
1:30 NaN NaN 3 NaN 5 NaN NaN NaN
2:00 NaN NaN 3 NaN 5 NaN NaN NaN
2:30 NaN NaN 3 NaN 5 NaN 7 8
3:00 NaN NaN NaN NaN 5 NaN 7 8
3:30 NaN NaN NaN NaN 5 NaN 7 8
4:00 NaN NaN NaN NaN 5 NaN 7 8
4:30 NaN NaN NaN NaN 5 NaN 7 8
5:00 NaN NaN NaN NaN 5 NaN 7 8
5:30 NaN NaN NaN NaN 5 NaN 7 8
6:00 NaN NaN NaN NaN 5 NaN 7 8
6:30 NaN NaN NaN NaN 5 NaN 7 8
7:00 NaN NaN NaN NaN 5 NaN 7 8
7:30 NaN 2 NaN NaN 5 NaN 7 8
8:00 NaN 2 NaN NaN 5 NaN 7 NaN
8:30 NaN 2 NaN NaN 5 NaN NaN NaN
9:00 NaN 2 NaN NaN 5 NaN NaN NaN
9:30 NaN 2 NaN NaN 5 NaN NaN NaN
10:00 NaN 2 NaN NaN 5 NaN 7 NaN
10:30 NaN 2 NaN NaN 5 NaN 7 NaN
11:00 NaN 2 NaN NaN 5 NaN 7 NaN
11:30 NaN 2 NaN NaN 5 NaN 7 NaN
12:00 NaN 2 NaN NaN 5 NaN 7 NaN
12:30 NaN 2 NaN NaN 5 NaN 7 NaN
13:00 NaN 2 NaN NaN 5 NaN 7 NaN
13:30 NaN NaN NaN NaN 5 NaN 7 8
14:00 NaN NaN NaN NaN 5 NaN 7 8
14:30 NaN NaN NaN NaN 5 NaN 7 8
15:00 NaN NaN NaN NaN 5 NaN 7 8
15:30 NaN NaN NaN NaN 5 NaN 7 8
16:00 NaN NaN NaN NaN 5 NaN 7 8
16:30 NaN NaN NaN NaN 5 NaN 7 8
17:00 NaN NaN NaN NaN 5 NaN 7 8
17:30 NaN NaN NaN NaN 5 NaN 7 8
18:00 NaN NaN NaN NaN 5 NaN 7 8
18:30 NaN NaN NaN NaN 5 NaN 7 8
19:00 NaN NaN NaN NaN 5 NaN 7 8
19:30 NaN NaN NaN NaN 5 NaN 7 8
20:00 NaN NaN NaN NaN 5 NaN 7 8
20:30 NaN NaN NaN NaN 5 NaN 7 8
21:00 NaN NaN NaN NaN 5 NaN 7 8
21:30 NaN NaN NaN NaN 5 NaN 7 8
22:00 NaN NaN NaN NaN 5 NaN 7 8
22:30 NaN NaN NaN NaN 5 NaN 7 8
23:00 NaN NaN NaN NaN 5 NaN 7 8
23:30 NaN NaN NaN NaN 5 NaN 7 8
23:59 NaN NaN NaN NaN 5 NaN 7 8
